Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd,CountryName
1736636,SA_0000001419,COUNTRY,NOR,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,301,301.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Norway
2973101,SA_0000001419,COUNTRY,DEU,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,161,161.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Germany
9004737,SA_0000001419,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_FMLE,,,,,,,177,177.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Kuwait
666393,SA_0000001419,COUNTRY,AND,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,267,267.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Andorra
3940299,SA_0000001419,COUNTRY,KNA,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,179,179.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Saint Kitts and Nevis
6151303,SA_0000001419,COUNTRY,CPV,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,140,140.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Cabo Verde
2166874,SA_0000001419,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_FMLE,,,,,,,257,257.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Lebanon
3867269,SA_0000001419,COUNTRY,BRB,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,261,261.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Barbados
8138085,SA_0000001419,COUNTRY,COD,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,119,119.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,"Congo, The Democratic Republic of the"
4801319,SA_0000001419,COUNTRY,COG,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,119,119.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Congo
2180168,SA_0000001419,COUNTRY,MLT,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,309,309.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Malta
705827,SA_0000001419,COUNTRY,GBR,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,351,351.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,United Kingdom
1380235,SA_0000001419,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,166,166.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Madagascar
2047580,SA_0000001419,COUNTRY,GBR,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,1,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,United Kingdom
4205296,SA_0000001419,COUNTRY,HTI,YEAR,AMR,Americas,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Haiti
4384559,SA_0000001419,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_FMLE,,,,,,,292,292.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Bahrain
9271734,SA_0000001419,COUNTRY,ERI,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,73,73.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Eritrea
5581474,SA_0000001419,COUNTRY,MRT,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,167,167.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Mauritania
9208264,SA_0000001419,COUNTRY,TJK,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,142,142.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Tajikistan
1810010,SA_0000001419,COUNTRY,VEN,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,226,226.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,"Venezuela, Bolivarian Republic of"
5257544,SA_0000001419,COUNTRY,TZA,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,210,210.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,"Tanzania, United Republic of"
1565527,SA_0000001419,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_BTSX,,,,,,,191,191.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Jordan
97601,SA_0000001419,COUNTRY,AND,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Andorra
2933871,SA_0000001419,COUNTRY,JAM,YEAR,AMR,Americas,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Jamaica
8448853,SA_0000001419,COUNTRY,SEN,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,112,112.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Senegal
4986331,SA_0000001419,COUNTRY,HND,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,276,276.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Honduras
3451256,SA_0000001419,COUNTRY,GEO,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,246,246.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Georgia
2894405,SA_0000001419,COUNTRY,HND,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,142,142.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Honduras
4880751,SA_0000001419,COUNTRY,GNB,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,221,221.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Guinea-Bissau
8488903,SA_0000001419,COUNTRY,LTU,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,154,154.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Lithuania
243687,SA_0000001419,COUNTRY,ZMB,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,64,64.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Zambia
7514875,SA_0000001419,COUNTRY,MCO,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,131,131.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Monaco
2775278,SA_0000001419,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_FMLE,,,,,,,362,362.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Yemen
190522,SA_0000001419,COUNTRY,USA,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,329,329.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,United States
1975271,SA_0000001419,COUNTRY,BIH,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,235,235.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Bosnia and Herzegovina
1995151,SA_0000001419,COUNTRY,NER,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,173,173.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Niger
7382353,SA_0000001419,COUNTRY,RUS,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,312,312.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Russian Federation
9131428,SA_0000001419,COUNTRY,BOL,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,179,179.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,"Bolivia, Plurinational State of"
4099777,SA_0000001419,COUNTRY,BWA,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,126,126.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Botswana
9197663,SA_0000001419,COUNTRY,EST,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Estonia
2782036,SA_0000001419,COUNTRY,BRB,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,490,490.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Barbados
3808251,SA_0000001419,COUNTRY,CUB,YEAR,AMR,Americas,SEX,2004,SEX_MLE,,,,,,,1,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Cuba
2722411,SA_0000001419,COUNTRY,CAN,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,335,335.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Canada
330183,SA_0000001419,COUNTRY,POL,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Poland
2835214,SA_0000001419,COUNTRY,ARG,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,316,316.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Argentina
6528708,SA_0000001419,COUNTRY,ZMB,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,117,117.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Zambia
6932450,SA_0000001419,COUNTRY,MCO,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,252,252.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Monaco
4365319,SA_0000001419,COUNTRY,TTO,YEAR,AMR,Americas,SEX,2004,SEX_MLE,,,,,,,4,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Trinidad and Tobago
6594880,SA_0000001419,COUNTRY,LSO,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,45,45.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Lesotho
1717519,SA_0000001419,COUNTRY,PAN,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,104,104.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Panama
157648,SA_0000001419,COUNTRY,CUB,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,211,211.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Cuba
7084523,SA_0000001419,COUNTRY,SVK,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,247,247.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Slovakia
574744,SA_0000001419,COUNTRY,PRK,YEAR,SEAR,South-East Asia,SEX,2004,SEX_BTSX,,,,,,,79,79.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,"Korea, Democratic People's Republic of"
1116350,SA_0000001419,COUNTRY,CAN,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,172,172.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Canada
4020448,SA_0000001419,COUNTRY,ISR,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,334,334.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Israel
858339,SA_0000001419,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,336,336.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Brazil
7654658,SA_0000001419,COUNTRY,ITA,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,7,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Italy
7953574,SA_0000001419,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_BTSX,,,,,,,192,192.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Iraq
6840157,SA_0000001419,COUNTRY,CIV,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,208,208.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,CÃ´te d'Ivoire
997628,SA_0000001419,COUNTRY,MMR,YEAR,SEAR,South-East Asia,SEX,2004,SEX_BTSX,,,,,,,92,92.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Myanmar
3133315,SA_0000001419,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,48,48.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Mongolia
2749186,SA_0000001419,COUNTRY,SUR,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,201,201.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Suriname
4927876,SA_0000001419,COUNTRY,GRD,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,409,409.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Grenada
3027296,SA_0000001419,COUNTRY,LVA,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,1,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Latvia
3312647,SA_0000001419,COUNTRY,BHS,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,219,219.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Bahamas
5396960,SA_0000001419,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_FMLE,,,,,,,261,261.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Somalia
4047261,SA_0000001419,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_FMLE,,,,,,,280,280.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Pakistan
5834484,SA_0000001419,COUNTRY,STP,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,174,174.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Sao Tome and Principe
4365696,SA_0000001419,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_FMLE,,,,,,,244,244.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Saudi Arabia
4385611,SA_0000001419,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_BTSX,,,,,,,135,135.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Somalia
779368,SA_0000001419,COUNTRY,PER,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,255,255.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Peru
5608997,SA_0000001419,COUNTRY,COG,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,224,224.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Congo
7449218,SA_0000001419,COUNTRY,MUS,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,248,248.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Mauritius
9213838,SA_0000001419,COUNTRY,ETH,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,197,197.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Ethiopia
4749441,SA_0000001419,COUNTRY,ZWE,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,80,80.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Zimbabwe
6205621,SA_0000001419,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_BTSX,,,,,,,98,98.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Saudi Arabia
5602467,SA_0000001419,COUNTRY,GRC,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,272,272.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Greece
7005780,SA_0000001419,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2004,SEX_FMLE,,,,,,,198,198.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Singapore
3954883,SA_0000001419,COUNTRY,NIU,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,85,85.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Niue
1863990,SA_0000001419,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,98,98.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,TÃ¼rkiye
1890527,SA_0000001419,COUNTRY,BEL,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,200,200.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Belgium
8794453,SA_0000001419,COUNTRY,MLI,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,235,235.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Mali
3047639,SA_0000001419,COUNTRY,IDN,YEAR,SEAR,South-East Asia,SEX,2004,SEX_FMLE,,,,,,,327,327.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Indonesia
7582286,SA_0000001419,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_BTSX,,,,,,,138,138.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Pakistan
9307832,SA_0000001419,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_BTSX,,,,,,,26,26.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Qatar
357401,SA_0000001419,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_BTSX,,,,,,,35,35.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,United Arab Emirates
2465907,SA_0000001419,COUNTRY,LAO,YEAR,WPR,Western Pacific,SEX,2004,SEX_FMLE,,,,,,,165,165.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Lao People's Democratic Republic
4485367,SA_0000001419,COUNTRY,ISL,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,148,148.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Iceland
3319662,SA_0000001419,COUNTRY,SLB,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,70,70.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Solomon Islands
1282614,SA_0000001419,COUNTRY,EST,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,146,146.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Estonia
